0x064,T1,FrontDAQ,RESET
0x065,T2,FrontDAQ,PROG_SELECT
0x066,T3,FrontDAQ,PROG_WRITE
0x067,AIV,FrontDAQ,PROG_DONE
0x068,DIS,FrontDAQ,ERR_CHECKSUM
0x069,MPI,FrontDAQ,ERR_MEM
0x06A,CI,FrontDAQ,DATA
0x06C,FI,RearDAQ,RESET
0x06D,IV,RearDAQ,PROG_SELECT
0x06E,FC,RearDAQ,PROG_WRITE
0x06F,TT,RearDAQ,PROG_DONE
0x070,MIF,RearDAQ,ERR_CHECKSUM
0x071,FIRM,RearDAQ,ERR_MEM
0x072,DD,RearDAQ,DATA
