0x074,Pedal,RESET
0x075,Pedal,PROG_SELECT
0x076,Pedal,PROG_WRITE
0x077,Pedal,PROG_DONE
0x078,Pedal,ERR_CHECKSUM
0x079,Pedal,ERR_MEM
0x07A,Pedal,DATA
